text,label
several soiled paper bag from kitchen,recyclable
a pack of sanitary pad from shop,sanitary
several cans from kitchen,metal
a lot of rotten mango found on street,biodegradable
a pack of household mixed waste in market,mixed
several street sweepings from kitchen,mixed
a pack of banana peel found on street,biodegradable
pickle jar from office,glass
a pack of newspaper from kitchen,recyclable
two tin box from shop,metal
a pack of cooked food scrap from shop mixed with plastic,biodegradable
several used used food packet from kitchen,biodegradable
a lot of peeled coffee grounds found on street,compostable
one empty shoe sole in market,textile
two cooked food scrap in market,biodegradable
one rotten compostable bag in market,compostable
leftover dal from kitchen,biodegradable
vegetable peels in school,biodegradable
one dry old clothes in market,textile
two broken wipes after festival,sanitary
a lot of paper cup in market,recyclable
two tear-stained glass cup found on street,glass
a lot of earphones in market,ewaste
one pickle jar found on street,glass
miscellaneous waste after festival,mixed
a pack of banana peel after festival,biodegradable
a pack of metal scrap after festival,metal
a pack of broken envelope from shop,recyclable
one rotten mango in market,biodegradable
a lot of wine bottle from office,glass
empty used food packet from shop mixed with plastic,biodegradable
soiled cans from office,metal
a lot of used diaper in school,sanitary
two used street sweepings in market,mixed
soiled glass jar from shop,glass
two peeled old mobile phone from office mixed with sanitary pad,ewaste
a pack of envelope in school,recyclable
empty used battery in school,hazardous
a pack of dry cooking oil tin from kitchen,metal
paper bag from office,recyclable
one magazine in market,recyclable
cans from kitchen,metal
one wet plastic bottle from shop,recyclable
one soiled newspaper found on street,recyclable
several rotten tampon from kitchen,sanitary
a pack of metal scrap from kitchen mixed with plastic,metal
empty egg shell from shop,compostable
several miscellaneous waste from office,mixed
several hard disk from office,ewaste
a pack of needle syringe from shop,hazardous
one crumpled cooked food scrap from office,biodegradable
wipes found on street,sanitary
cans from kitchen,metal
a pack of wet miscellaneous waste in school,mixed
a lot of broken cooking oil tin from shop,metal
several empty mobile battery from shop,ewaste
several tea leaves from office,biodegradable
cans from kitchen,metal
several broken broken glass from shop,glass
one peeled wine bottle from office,glass
a lot of plastic container from kitchen,recyclable
crumpled fruit waste from shop,biodegradable
used remote control in school,ewaste
two crumpled paper cup from shop mixed with plastic,recyclable
a lot of cotton swabs in school,sanitary
used tea leaves from shop,biodegradable
two tear-stained egg shell from office mixed with paper,compostable
one soiled paper packet from shop,recyclable
two magazine from kitchen,recyclable
several soiled household mixed waste from kitchen,mixed
paper bag from office,recyclable
two broken glass in school,glass
one fruit waste from office,biodegradable
two plastic bottle from shop mixed with plastic,recyclable
several cooking oil tin from kitchen,metal
a lot of shoe sole from kitchen,textile
a pack of rotten coconut husk found on street,biodegradable
one rotten carton from shop,recyclable
empty sanitary pad in market,sanitary
broken sanitary pad in market,sanitary
a pack of empty street sweepings from shop,mixed
two flower waste found on street,biodegradable
one rusty expired medicine in market,hazardous
two crumpled solvent jar from office,hazardous
a lot of coconut husk from kitchen,biodegradable
one leftover dal in school,biodegradable
a pack of hard disk in market,ewaste
a pack of crumpled cooking oil tin from kitchen mixed with earphones,metal
one flower waste from shop,biodegradable
one rotten old mobile phone from office,ewaste
one used egg shell from office,compostable
a pack of wet rotten mango after festival,biodegradable
wine bottle after festival,glass
several peeled cloth pieces in market,textile
rusty printer cartridge in market,ewaste
a pack of crumpled earphones in market mixed with plastic,ewaste
several metal scrap from kitchen,metal
several keyboard from shop,ewaste
one coffee grounds found on street,compostable
two thermometer (mercury) from kitchen mixed with tin box,hazardous
a lot of pickle jar from kitchen,glass
a pack of envelope found on street,recyclable
a lot of aluminium foil found on street,metal
a pack of old clothes found on street mixed with paper,textile
crumpled pickle jar from office,glass
two broken broken glass in market,glass
two broken remote control in school,ewaste
several rotten cans in market,metal
several empty glass jar found on street,glass
one empty plastic bottle found on street,recyclable
two soiled grass clippings in market,compostable
tear-stained soda can from shop,metal
one soiled vegetable peels found on street,biodegradable
old broken glass after festival,glass
several envelope from shop,recyclable
one rusty miscellaneous waste in school,mixed
rotten worn T-shirt in school,textile
two tear-stained used bedsheet found on street,textile
empty plastic bottle from shop,recyclable
one wet coconut husk from office,biodegradable
several used magazine in school,recyclable
one old needle syringe from office,hazardous
empty envelope from kitchen,recyclable
a pack of combined trash bag from shop,mixed
soiled plastic container found on street,recyclable
tear-stained cooked food scrap from shop,biodegradable
several soiled rotten mango from shop,biodegradable
a lot of used diaper found on street,sanitary
broken charger after festival,ewaste
several empty expired medicine from office,hazardous
two soiled leftover rice from kitchen,biodegradable
a pack of wet pesticide bottle after festival,hazardous
rotten pickle jar from kitchen,glass
a lot of needle syringe from office,hazardous
several envelope from office,recyclable
one paper cup after festival,recyclable
two wet cardboard box in school,recyclable
several rotten glass bottle found on street,glass
two used cloth pieces from office,textile
several needle syringe from office,hazardous
broken paint can after festival,hazardous
several dry plastic bottle in market,recyclable
one cloth pieces in school,textile
leftover rice from shop,biodegradable
a lot of cloth pieces from kitchen,textile
several rotten rotten mango in school,biodegradable
one tear-stained envelope in market,recyclable
several aluminium foil from kitchen,metal
two coconut husk found on street,biodegradable
a lot of rusty printer cartridge from kitchen,ewaste
two dry tea leaves in school,biodegradable
one wet coffee grounds from shop,compostable
crumpled magazine in market,recyclable
several cans from kitchen,metal
a lot of rusty household mixed waste in market,mixed
two used bedsheet in school,textile
magazine in market,recyclable
several rotten cardboard box found on street,recyclable
a pack of combined trash bag found on street,mixed
leftover rice after festival,biodegradable
dry cotton swabs in market,sanitary
two cloth pieces from office mixed with plastic,textile
two egg shell from office,compostable
a pack of broken miscellaneous waste in market,mixed
a pack of acid bottle found on street,hazardous
used acid bottle from kitchen mixed with circuit board,hazardous
broken cardboard box after festival,recyclable
a pack of used broken glass from kitchen,glass
a pack of household mixed waste found on street,mixed
metal scrap from office,metal
torn saree from kitchen,textile
a pack of soiled pickle jar in market,glass
a lot of used diaper found on street,sanitary
a pack of rotten solvent jar from kitchen,hazardous
glass cup from office,glass
two crumpled carton in school,recyclable
several plastic bottle in school,recyclable
one peeled fruit waste from office,biodegradable
peeled cardboard box from kitchen mixed with plastic,recyclable
one mobile battery in market,ewaste
a lot of broken worn T-shirt in school,textile
a pack of used tea leaves in school,biodegradable
a pack of dry cow dung from kitchen,compostable
banana peel from kitchen,biodegradable
a pack of empty old clothes in market,textile
a lot of wet circuit board from kitchen,ewaste
two old magazine from office,recyclable
one cooking oil tin in school,metal
two broken combined trash bag from kitchen,mixed
a lot of chemicals bottle found on street,hazardous
two dry shoe sole after festival,textile
flower waste from office,biodegradable
plastic container after festival,recyclable
several dry plastic bottle from kitchen,recyclable
several mobile battery in market,ewaste
a lot of cooking oil tin from office,metal
two tear-stained glass jar from shop,glass
a lot of envelope in market,recyclable
a lot of broken needle syringe found on street,hazardous
a lot of crumpled envelope from office,recyclable
a pack of mobile battery from office,ewaste
a lot of miscellaneous waste from kitchen mixed with envelope,mixed
a pack of wet worn T-shirt found on street mixed with garden leaves,textile
a lot of plastic bottle in school,recyclable
one rusty paper cup found on street,recyclable
soiled used bedsheet from kitchen,textile
a pack of used paper bag in market,recyclable
one peeled wine bottle from office,glass
one wine bottle found on street,glass
two banana peel after festival,biodegradable
several cloth pieces from shop,textile
two old wine bottle in school,glass
several wet paper bag in school,recyclable
several crumpled tampon after festival,sanitary
several used leftover rice found on street,biodegradable
a lot of newspaper after festival,recyclable
two plastic container after festival,recyclable
several worn T-shirt found on street,textile
empty leftover dal from shop,biodegradable
several magazine from shop,recyclable
two plastic bottle found on street mixed with needle syringe,recyclable
a pack of broken grass clippings found on street,compostable
a lot of old tampon from shop,sanitary
two flower waste from shop mixed with paper,biodegradable
several old clothes found on street,textile
a lot of soiled broken charger found on street,ewaste
newspaper from office mixed with paper,recyclable
a lot of used food packet in market,biodegradable
two used food packet from office,biodegradable
two banana peel in market,biodegradable
two cooked food scrap found on street,biodegradable
a pack of earphones in market,ewaste
a pack of used glass jar from shop mixed with paper,glass
a pack of crumpled broken charger found on street,ewaste
several leftover dal found on street,biodegradable
two garden leaves in school,compostable
several crumpled chemicals bottle in school,hazardous
one keyboard found on street,ewaste
a pack of needle syringe in school,hazardous
vegetable peels from shop,biodegradable
paper cup from office,recyclable
circuit board in school,ewaste
several tear-stained cans from office,metal
a pack of wet used diaper after festival,sanitary
one paper bag in market,recyclable
envelope from shop mixed with plastic,recyclable
one paper packet from shop,recyclable
a pack of paper cup after festival,recyclable
paper packet in market,recyclable
one newspaper in school,recyclable
garden leaves found on street mixed with paper,compostable
a lot of mobile battery in school,ewaste
one envelope found on street,recyclable
a lot of wet cotton swabs in market,sanitary
one used magazine found on street,recyclable
two plastic bottle after festival,recyclable
a lot of glass bottle found on street,glass
several crumpled cow dung from shop,compostable
sanitary pad from office mixed with paper,sanitary
pickle jar from kitchen,glass
a lot of old plastic container from shop,recyclable
several envelope in market,recyclable
miscellaneous waste in market,mixed
several empty glass cup from shop,glass
one tear-stained leftover dal after festival,biodegradable
a lot of crumpled paper packet in market,recyclable
a pack of dry plastic bottle from shop,recyclable
two wet old laptop from office,ewaste
a lot of soda can in market,metal
one used tin box from office,metal
two flower waste from kitchen,biodegradable
one envelope from kitchen,recyclable
two tin box from shop,metal
a lot of old cans in market,metal
several glass bottle from shop,glass
a lot of carton from kitchen,recyclable
cotton swabs found on street,sanitary
soiled paper cup from shop,recyclable
thermometer (mercury) from shop,hazardous
several leftover rice from shop,biodegradable
one soiled street sweepings from office mixed with paper,mixed
a lot of wet newspaper in market,recyclable
tampon from kitchen,sanitary
peeled vegetable peels in school,biodegradable
one rusty leftover rice after festival,biodegradable
one rotten plastic container from kitchen,recyclable
several old printer cartridge in school,ewaste
a pack of peeled paper packet from kitchen,recyclable
one used compostable bag found on street,compostable
two vegetable peels after festival,biodegradable
a pack of peeled cans in market,metal
one soiled broken glass in market,glass
several cooked food scrap from office mixed with plastic,biodegradable
one tear-stained metal scrap after festival,metal
several envelope from shop,recyclable
one household mixed waste from office,mixed
a pack of needle syringe in market,hazardous
a pack of tin box in market,metal
one banana peel in market,biodegradable
several tampon found on street,sanitary
vegetable peels in school,biodegradable
wet glass bottle from shop mixed with old clothes,glass
two rusty leftover dal from office,biodegradable
one crumpled leftover rice from kitchen,biodegradable
several old newspaper found on street,recyclable
a pack of peeled vegetable peels in school,biodegradable
several used plastic bottle from office,recyclable
a lot of dry remote control from kitchen,ewaste
two newspaper from kitchen,recyclable
several old soda can found on street,metal
several vegetable peels after festival,biodegradable
several magazine after festival,recyclable
one pickle jar from kitchen,glass
several empty coconut husk in market,biodegradable
several soiled broken glass in market,glass
one banana peel found on street,biodegradable
a pack of magazine from shop mixed with plastic,recyclable
a pack of metal scrap from kitchen,metal
a lot of glass jar found on street,glass
a pack of mobile battery found on street,ewaste
old soda can from shop,metal
a lot of rotten combined trash bag from office,mixed
newspaper from office,recyclable
combined trash bag found on street,mixed
rotten glass jar from shop,glass
two used bedsheet from kitchen mixed with glass cup,textile
one peeled earphones from shop,ewaste
a lot of wet acid bottle after festival mixed with cloth pieces,hazardous
two paper packet in market,recyclable
soiled cooked food scrap in market,biodegradable
dry cooked food scrap in school,biodegradable
a lot of paper bag after festival,recyclable
several paper cup from shop mixed with paper,recyclable
broken miscellaneous waste in market,mixed
two vegetable peels from office,biodegradable
one broken keyboard from kitchen,ewaste
compostable bag found on street,compostable
a pack of broken old mobile phone after festival,ewaste
rotten cooked food scrap after festival,biodegradable
several used diaper from shop,sanitary
cooking oil tin found on street,metal
several peeled pesticide bottle in school,hazardous
a lot of carton in market,recyclable
two rusty cloth pieces in market,textile
dry shoe sole in school mixed with acid bottle,textile
old circuit board from shop,ewaste
one soda can found on street,metal
one peeled fruit waste found on street,biodegradable
several rotten used bedsheet from office,textile
several peeled coconut husk from office,biodegradable
two empty paint can from office,hazardous
several household mixed waste in school,mixed
a lot of broken household mixed waste in market,mixed
rusty keyboard from shop,ewaste
a pack of miscellaneous waste from kitchen,mixed
a lot of peeled old mobile phone found on street,ewaste
metal scrap after festival,metal
a lot of sanitary pad from shop,sanitary
two magazine in school,recyclable
two cow dung from shop,compostable
one soiled broken glass found on street,glass
several peeled cooked food scrap from kitchen,biodegradable
two old laptop from office,ewaste
a lot of coconut husk in market,biodegradable
a pack of printer cartridge in school mixed with paper,ewaste
wine bottle from kitchen,glass
a pack of broken cloth pieces from shop,textile
two tea leaves from shop,biodegradable
two carton after festival,recyclable
several soda can in school,metal
a lot of cotton swabs after festival,sanitary
a lot of tear-stained paint can in market,hazardous
two cardboard box after festival,recyclable
a lot of tear-stained grass clippings from office,compostable
several plastic container in market,recyclable
one rotten mango from office,biodegradable
a lot of combined trash bag from shop,mixed
two cardboard box in school,recyclable
two wet pickle jar after festival,glass
two soiled wine bottle after festival,glass
old keyboard from shop,ewaste
two shoe sole after festival,textile
a pack of aluminium foil in market,metal
crumpled broken charger from kitchen,ewaste
a lot of rotten earphones from office,ewaste
two soiled tin box from office,metal
several wet tin box from kitchen,metal
a pack of rotten sanitary pad in school,sanitary
two rotten fruit waste in market,biodegradable
one printer cartridge found on street,ewaste
peeled needle syringe from kitchen,hazardous
a pack of paper bag found on street,recyclable
two peeled broken glass from shop,glass
a pack of glass jar in school,glass
several crumpled old laptop after festival,ewaste
several broken glass from kitchen,glass
two wet old laptop in school,ewaste
a lot of newspaper from office mixed with plastic,recyclable
one peeled pesticide bottle in school,hazardous
a pack of used leftover rice from office,biodegradable
one tin box from kitchen,metal
a pack of old printer cartridge in school,ewaste
wet used diaper from shop,sanitary
several rusty sanitary pad from shop,sanitary
two old miscellaneous waste from office mixed with plastic,mixed
two solvent jar after festival,hazardous
one broken charger from kitchen,ewaste
two broken aluminium foil in school,metal
a lot of tampon found on street,sanitary
a lot of tear-stained glass jar found on street,glass
several crumpled plastic bottle from office,recyclable
a pack of dry wine bottle from kitchen,glass
two empty chemicals bottle from shop mixed with banana peel,hazardous
rusty envelope in market,recyclable
a pack of used diaper from kitchen,sanitary
a lot of thermometer (mercury) from office,hazardous
several garden leaves from kitchen,compostable
a pack of tear-stained leftover dal found on street,biodegradable
a lot of tampon from office,sanitary
paper cup from shop,recyclable
one dry coconut husk from kitchen,biodegradable
two tear-stained cooked food scrap after festival,biodegradable
a lot of coconut husk in school,biodegradable
a pack of remote control found on street,ewaste
one worn T-shirt from shop,textile
envelope in market,recyclable
rotten vegetable peels in school,biodegradable
rotten mango in school,biodegradable
two shoe sole in school,textile
two magazine in school,recyclable
old laptop from shop,ewaste
one tear-stained fruit waste from kitchen,biodegradable
a lot of dry tea leaves in school,biodegradable
a pack of printer cartridge from office,ewaste
several peeled solvent jar in school,hazardous
a lot of old laptop from kitchen,ewaste
dry cooking oil tin from shop,metal
coconut husk in market,biodegradable
several rusty grass clippings in school,compostable
tea leaves from shop,biodegradable
several peeled solvent jar in market,hazardous
shoe sole in market,textile
a pack of carton after festival,recyclable
several empty old mobile phone from office,ewaste
one newspaper from shop,recyclable
two flower waste from shop,biodegradable
a pack of rusty banana peel found on street,biodegradable
several used food packet after festival,biodegradable
one rotten newspaper in school,recyclable
a lot of newspaper in school,recyclable
a lot of tear-stained leftover rice found on street,biodegradable
two plastic bottle from kitchen,recyclable
one wet coconut husk from kitchen,biodegradable
soiled paper packet after festival mixed with paper,recyclable
dry circuit board found on street,ewaste
rusty cardboard box from office,recyclable
a pack of empty used food packet in market,biodegradable
one coconut husk in market,biodegradable
two plastic bottle from office,recyclable
a lot of empty broken charger from kitchen,ewaste
used magazine in school,recyclable
two tear-stained cans from shop,metal
flower waste after festival mixed with metal scrap,biodegradable
empty circuit board from shop,ewaste
two used fruit waste from kitchen,biodegradable
a lot of aluminium foil in school,metal
a lot of needle syringe after festival,hazardous
a lot of old sanitary pad in school,sanitary
a lot of cardboard box after festival,recyclable
a lot of hard disk found on street mixed with used food packet,ewaste
one used used battery found on street,hazardous
several tear-stained glass bottle from office,glass
one carton in school,recyclable
two fruit waste in market,biodegradable
rotten street sweepings from shop,mixed
two magazine after festival,recyclable
one peeled wipes in market,sanitary
one carton in school,recyclable
old laptop in school,ewaste
a pack of crumpled rotten mango after festival,biodegradable
a lot of soiled pesticide bottle in school,hazardous
one wipes in market,sanitary
one pesticide bottle in school mixed with plastic,hazardous
several tear-stained printer cartridge in school,ewaste
a lot of tear-stained coconut husk from shop,biodegradable
a lot of acid bottle found on street,hazardous
two rotten mango from shop,biodegradable
two cotton swabs from kitchen,sanitary
a lot of tin box in school,metal
a lot of rotten acid bottle after festival,hazardous
one rotten wipes in market,sanitary
one cardboard box after festival,recyclable
rotten old laptop in market,ewaste
soiled used diaper in market,sanitary
several used diaper after festival,sanitary
two printer cartridge from shop,ewaste
two used leftover dal after festival,biodegradable
one rotten paper bag in market,recyclable
two rotten paper bag found on street,recyclable
one banana peel in school,biodegradable
several used cooked food scrap in school,biodegradable
two broken paper bag in school,recyclable
two aluminium foil in school,metal
two tear-stained paper packet from office,recyclable
dry carton in market mixed with paper,recyclable
garden leaves from office,compostable
a lot of newspaper from kitchen,recyclable
one carton from office,recyclable
two empty broken glass after festival,glass
two tea leaves found on street,biodegradable
several empty soda can found on street,metal
a pack of dry cardboard box after festival,recyclable
several rusty cans from office,metal
two rusty garden leaves from shop,compostable
a pack of peeled tea leaves from kitchen,biodegradable
one rotten cardboard box found on street,recyclable
one household mixed waste from kitchen mixed with plastic,mixed
several dry glass bottle found on street,glass
two fruit waste from office,biodegradable
a pack of wet fruit waste from office,biodegradable
one cloth pieces from kitchen,textile
several cans from kitchen,metal
a pack of tear-stained used diaper from shop,sanitary
one rusty broken glass from kitchen,glass
street sweepings from office,mixed
soiled pesticide bottle from kitchen,hazardous
acid bottle from shop,hazardous
several cans from shop,metal
one old keyboard after festival,ewaste
a pack of sanitary pad in market,sanitary
two peeled plastic bottle from shop,recyclable
several broken envelope in school,recyclable
several hard disk from office mixed with paper,ewaste
a pack of broken thermometer (mercury) in school mixed with paper,hazardous
printer cartridge from kitchen,ewaste
a pack of wet flower waste after festival,biodegradable
a pack of envelope in market,recyclable
broken rotten mango from kitchen,biodegradable
two cardboard box from office mixed with paper,recyclable
several used chemicals bottle from kitchen,hazardous
one carton from office,recyclable
a pack of cans found on street,metal
a pack of tear-stained solvent jar found on street,hazardous
two wet banana peel from office,biodegradable
several old magazine found on street mixed with paper,recyclable
a lot of broken paper packet after festival,recyclable
a pack of paper bag after festival,recyclable
two tear-stained leftover rice in market,biodegradable
rusty household mixed waste in school,mixed
pickle jar from kitchen,glass
several crumpled paper cup from office,recyclable
two acid bottle in school,hazardous
two wet old clothes in market,textile
a pack of empty worn T-shirt from shop,textile
one rusty cans from shop,metal
one cardboard box from office,recyclable
one old mobile battery from shop,ewaste
several used remote control from shop,ewaste
one leftover dal after festival mixed with plastic bottle,biodegradable
a lot of carton found on street,recyclable
several rusty wine bottle from office,glass
two used food packet found on street,biodegradable
a pack of household mixed waste after festival,mixed
several tear-stained envelope in school,recyclable
two wet street sweepings from kitchen,mixed
a lot of old vegetable peels from shop,biodegradable
two magazine found on street,recyclable
one soiled compostable bag in market,compostable
peeled pickle jar from office,glass
a lot of pickle jar in school,glass
two rotten mango from office,biodegradable
two flower waste in market,biodegradable
dry magazine from kitchen,recyclable
a pack of paper bag from shop,recyclable
a pack of peeled aluminium foil in school,metal
a lot of tea leaves after festival,biodegradable
a pack of pickle jar in school,glass
two keyboard from shop,ewaste
a pack of street sweepings from kitchen,mixed
metal scrap found on street,metal
broken leftover dal after festival,biodegradable
one printer cartridge from shop,ewaste
two keyboard from kitchen mixed with plastic,ewaste
fruit waste from shop,biodegradable
several used cardboard box after festival,recyclable
two plastic bottle in market,recyclable
tear-stained cow dung from office,compostable
rusty compostable bag in school,compostable
wet banana peel from shop,biodegradable
several dry needle syringe in school,hazardous
vegetable peels after festival,biodegradable
old needle syringe in market,hazardous
a lot of chemicals bottle from shop,hazardous
a lot of dry rotten mango from shop,biodegradable
two soiled shoe sole found on street,textile
two old leftover rice found on street,biodegradable
a lot of rusty chemicals bottle found on street,hazardous
a pack of empty newspaper found on street,recyclable
shoe sole from office mixed with egg shell,textile
two broken charger after festival,ewaste
a lot of empty sanitary pad in market,sanitary
a lot of wet keyboard after festival,ewaste
two rotten hard disk after festival,ewaste
several rotten magazine from office,recyclable
two used battery from kitchen,hazardous
two dry glass bottle found on street,glass
one leftover dal from kitchen,biodegradable
one plastic container after festival,recyclable
two crumpled miscellaneous waste after festival,mixed
a pack of tear-stained used food packet from kitchen,biodegradable
two glass bottle from kitchen,glass
a lot of old mobile phone after festival,ewaste
a lot of paint can from shop,hazardous
a pack of wine bottle found on street,glass
several chemicals bottle from kitchen,hazardous
cooking oil tin from kitchen,metal
several acid bottle in school,hazardous
two wet used battery found on street,hazardous
a pack of old magazine found on street,recyclable
dry paper packet from kitchen,recyclable
a pack of combined trash bag from shop,mixed
a lot of egg shell after festival,compostable
several old mobile phone after festival,ewaste
several crumpled glass cup after festival,glass
a pack of leftover dal after festival,biodegradable
crumpled household mixed waste from office,mixed
two old banana peel from kitchen,biodegradable
several used combined trash bag from kitchen,mixed
two rotten coffee grounds in school,compostable
several keyboard in market,ewaste
two empty plastic container from office,recyclable
paint can after festival,hazardous
two combined trash bag from office,mixed
a lot of circuit board from kitchen mixed with paper,ewaste
two empty old clothes found on street,textile
rotten tea leaves after festival,biodegradable
a lot of paper packet from shop mixed with used diaper,recyclable
one flower waste found on street,biodegradable
one tin box after festival,metal
a pack of old aluminium foil found on street,metal
a pack of rotten pickle jar from office,glass
two magazine in school,recyclable
miscellaneous waste from kitchen,mixed
a pack of rotten street sweepings in market,mixed
a lot of street sweepings from kitchen,mixed
a lot of empty pickle jar from kitchen mixed with plastic,glass
a lot of cotton swabs in school,sanitary
one old glass jar from office,glass
needle syringe in school,hazardous
one rotten cardboard box from office,recyclable
a pack of paper packet from office,recyclable
one rotten mango from kitchen,biodegradable
a pack of tampon from office,sanitary
two coffee grounds from kitchen,compostable
several rotten cardboard box from shop,recyclable
a pack of dry fruit waste in school mixed with shoe sole,biodegradable
two keyboard in market,ewaste
a pack of wipes from office,sanitary
two rusty miscellaneous waste from office,mixed
one broken combined trash bag from shop,mixed
a lot of glass bottle from shop,glass
one empty paper cup from shop,recyclable
a lot of tear-stained remote control in market mixed with sanitary pad,ewaste
plastic bottle from office,recyclable
one crumpled aluminium foil found on street,metal
a lot of banana peel in school,biodegradable
a pack of aluminium foil after festival,metal
old mobile phone in school,ewaste
a lot of tampon in school,sanitary
a pack of rusty plastic bottle from kitchen,recyclable
a pack of paper packet found on street,recyclable
one rusty household mixed waste in school,mixed
one fruit waste from shop,biodegradable
several crumpled wine bottle after festival,glass
one used paper bag in market,recyclable
two newspaper from shop,recyclable
several crumpled acid bottle from kitchen,hazardous
one glass bottle found on street,glass
old leftover dal in market,biodegradable
two used tea leaves from kitchen,biodegradable
a pack of old pickle jar in market mixed with paper,glass
a pack of grass clippings in school,compostable
one wipes from office,sanitary
one rotten mango after festival mixed with plastic,biodegradable
a lot of cow dung in market,compostable
broken carton in school,recyclable
several broken paper bag found on street,recyclable
a pack of peeled fruit waste from office,biodegradable
several rotten coffee grounds found on street,compostable
two wet used battery from kitchen,hazardous
a lot of cooking oil tin after festival mixed with plastic,metal
one paper bag in market,recyclable
one paint can in market,hazardous
several old paper packet after festival,recyclable
one flower waste in market,biodegradable
one tampon after festival,sanitary
printer cartridge in school,ewaste
several crumpled torn saree from shop,textile
a lot of rotten used diaper found on street,sanitary
one used keyboard from kitchen,ewaste
a lot of rusty broken glass from office,glass
a pack of broken leftover dal in school,biodegradable
several old paint can after festival mixed with paper,hazardous
a lot of rotten leftover rice found on street,biodegradable
a lot of glass bottle after festival,glass
two dry keyboard in school,ewaste
several glass cup from office,glass
several leftover rice after festival,biodegradable
one leftover dal in market,biodegradable
several wet broken glass after festival,glass
a pack of broken cardboard box from office,recyclable
a pack of mobile battery in school,ewaste
a lot of broken wipes from shop,sanitary
a pack of peeled cloth pieces from shop,textile
a pack of rusty earphones found on street,ewaste
soiled carton in school,recyclable
several miscellaneous waste found on street,mixed
several peeled broken glass in market,glass
two soiled coconut husk from kitchen,biodegradable
a lot of soiled magazine after festival,recyclable
a pack of acid bottle from office,hazardous
a lot of broken paper packet in school,recyclable
rotten tin box after festival,metal
wet grass clippings found on street,compostable
several empty old mobile phone from kitchen,ewaste
used garden leaves in market,compostable
a pack of soda can in school,metal
dry carton from office,recyclable
several broken leftover rice from kitchen,biodegradable
several old clothes in market,textile
a pack of broken cans after festival,metal
a pack of used garden leaves from shop,compostable
a pack of pickle jar from shop,glass
rotten broken glass in market,glass
two tin box from shop,metal
several rusty cardboard box found on street,recyclable
several broken envelope from office,recyclable
a pack of broken shoe sole after festival,textile
a lot of peeled mobile battery found on street,ewaste
two broken wipes in school,sanitary
a lot of wet solvent jar after festival,hazardous
a pack of glass jar in market,glass
one tear-stained glass cup from kitchen,glass
paper cup found on street,recyclable
several paper bag from office,recyclable
one tear-stained tampon after festival,sanitary
one tear-stained leftover dal in market,biodegradable
a lot of expired medicine from kitchen,hazardous
a pack of peeled vegetable peels from office,biodegradable
wipes found on street mixed with paper,sanitary
two envelope after festival,recyclable
a pack of newspaper in school,recyclable
rusty cow dung found on street,compostable
two leftover rice in school,biodegradable
tea leaves from shop,biodegradable
tea leaves found on street mixed with paper,biodegradable
one used wine bottle found on street mixed with paint can,glass
two peeled cotton swabs found on street,sanitary
two empty cow dung from kitchen,compostable
empty cooked food scrap in school,biodegradable
one used food packet in school,biodegradable
a lot of street sweepings from shop,mixed
several wine bottle found on street,glass
two plastic bottle after festival,recyclable
one remote control in school,ewaste
one wet rotten mango after festival mixed with torn saree,biodegradable
two leftover dal from office,biodegradable
a lot of old vegetable peels in school,biodegradable
several empty combined trash bag from kitchen,mixed
a pack of tear-stained earphones in market,ewaste
several wet banana peel after festival,biodegradable
several peeled earphones from kitchen,ewaste
one rusty wine bottle from kitchen,glass
two broken newspaper found on street mixed with paper,recyclable
a lot of empty worn T-shirt from office,textile
two empty envelope from office,recyclable
several empty envelope found on street,recyclable
one peeled tin box in market,metal
a pack of old cloth pieces from shop,textile
a lot of used food packet in market,biodegradable
newspaper from kitchen,recyclable
two household mixed waste from kitchen,mixed
one expired medicine found on street mixed with plastic,hazardous
several old wine bottle found on street,glass
a lot of peeled banana peel from kitchen,biodegradable
two peeled leftover dal from shop,biodegradable
one peeled leftover dal from shop,biodegradable
several cloth pieces in market,textile
dry chemicals bottle after festival mixed with plastic,hazardous
two paper packet after festival,recyclable
a lot of expired medicine from kitchen,hazardous
two cooked food scrap in market,biodegradable
one soiled leftover dal in market,biodegradable
one broken street sweepings found on street,mixed
dry plastic container in market,recyclable
two dry paper bag in market,recyclable
a pack of cloth pieces from kitchen,textile
two tear-stained fruit waste from office,biodegradable
a pack of peeled thermometer (mercury) in school,hazardous
a lot of cardboard box in market,recyclable
a pack of empty cardboard box in school,recyclable
two empty aluminium foil from office mixed with garden leaves,metal
two sanitary pad after festival,sanitary
a pack of rotten cardboard box from kitchen,recyclable
paper packet from office,recyclable
two crumpled old laptop from office,ewaste
a lot of old laptop found on street,ewaste
a lot of egg shell in school,compostable
two wet leftover rice in school,biodegradable
a pack of vegetable peels from kitchen,biodegradable
several newspaper from kitchen,recyclable
a lot of plastic container in market,recyclable
one plastic container in school,recyclable
one mobile battery in school,ewaste
a pack of broken glass found on street,glass
several rotten envelope after festival,recyclable
cooking oil tin in market,metal
a lot of rotten rotten mango from shop,biodegradable
tear-stained cooking oil tin after festival,metal
peeled aluminium foil from shop,metal
shoe sole in school,textile
several crumpled soda can from office,metal
a lot of broken charger from kitchen,ewaste
several dry paper packet from office,recyclable
one cardboard box from office,recyclable
two cardboard box found on street,recyclable
two rusty glass jar after festival,glass
a pack of used bedsheet in market,textile
several glass bottle after festival,glass
a pack of broken household mixed waste from kitchen,mixed
paper cup from kitchen,recyclable
several cooking oil tin from kitchen,metal
